id,Region,Rooms,Area,Price,Street,Zip,City,Latitude,Longitude
1082,Zuerich,3.5,116,3650,Am Landsberg 39,8330,Pfaeffikon,47.373634338378906,8.783357620239258
1083,Zuerich,4.5,115,3887,Am Stadtrand 56,8600,Duebendorf,47.399173736572266,8.600276947021484
1084,Zuerich,3.5,75,2400,Schoenbueelstrasse 42,8330,Pfaeffikon,47.362281799316406,8.799797058105469
1085,Zuerich,2.5,58,3545,Am Stadtrand 56,8600,Duebendorf,47.399173736572266,8.600276947021484
1086,Zuerich,4.5,114,4032,Kaeferholzstrasse 42,8057,Zuerich,47.401912689208984,8.531828880310059
1087,Zuerich,3.5,100,2760,Laettenstrasse 11,8335,Hittnau,47.36667251586914,8.828701972961426
1088,Zuerich,2.5,90,3220,Grabenwies 2,8057,Zuerich,47.40153503417969,8.536803245544434
1090,Zuerich,5.5,118,3147,Am Giessenpark 15,8600,Duebendorf,47.40132141113281,8.612338066101074
1091,Zuerich,1.5,24,1720,Herrligweg 9,8048,Zuerich,47.389892578125,8.484477996826172
1092,Zuerich,4.5,89,2699,In Lampitzaeckern 45,8305,Dietlikon,47.414306640625,8.615131378173828
1093,Zuerich,4.5,136,3240,Dietlikerstrasse 64,8302,Kloten,47.4433479309082,8.590741157531738
1094,Zuerich,2.5,54,2600,Hagenholzstrasse 59,8050,Zuerich,47.41465759277344,8.555407524108887
1095,Zuerich,4.5,105,4090,Widmerstrasse 87,8038,Zuerich,47.334983825683594,8.53151798248291
1096,Zuerich,1.5,26,1921,Herrligweg 9,8048,Zuerich,47.389892578125,8.484477996826172
1097,Zuerich,4.5,119,2959,Lorenweg 20,8610,Uster,47.358055114746094,8.709437370300293
1098,Zuerich,3.5,102,3975,Sonnentalstrasse 13,8600,Duebendorf,47.39689254760742,8.602004051208496
1099,Zuerich,3.5,180,4835,Albulastrasse 60,8048,Zuerich,47.38902282714844,8.492106437683105
1100,Zuerich,1.0,18,1380,Albulastrasse 50,8048,Zuerich,47.38846206665039,8.493203163146973
1101,Zuerich,1.0,115,2432,Else-Zueblin-Strasse 85g,8404,Winterthur,47.50279235839844,8.763493537902832
1102,Zuerich,3.5,90,2979,Giessenplatz 6,8600,Duebendorf,47.40032958984375,8.613106727600098
1103,Zuerich,4.5,128,4880,Sonnentalstrasse 15,8600,Duebendorf,47.39729309082031,8.601648330688477
1104,Zuerich,1.5,51,1992,Faehnlibrunnenstr. 5,8700,Kuesnacht ZH,47.320709228515625,8.579315185546875
1105,Zuerich,4.5,160,3220,Nidermattweg 7,8192,Glattfelden,47.56132888793945,8.495283126831055
1106,Zuerich,2.0,48,1690,In Lampitzaeckern 41,8305,Dietlikon,47.41470718383789,8.615015983581543
1107,Zuerich,3.5,104,2830,Poststrasse 47,8953,Dietikon,47.3998908996582,8.403274536132812
1108,Zuerich,4.5,89,2640,In Lampitzaeckern 43,8305,Dietlikon,47.4145393371582,8.615388870239258
1109,Zuerich,1.5,31,2425,Am Stadtrand 56,8600,Duebendorf,47.399173736572266,8.600276947021484
1110,Zuerich,4.5,102,4190,Sonnentalstrasse 13,8600,Duebendorf,47.39689254760742,8.602004051208496
1111,Zuerich,4.5,77,2200,Zuercherstrasse 91,8245,Feuerthalen,47.6915168762207,8.636555671691895
1112,Zuerich,3.5,102,2632,Am Giessenpark 11,8600,Duebendorf,47.40099334716797,8.612852096557617
1113,Zuerich,3.5,94,3910,Alte Landstrasse 139,8804,Au ZH,47.248538970947266,8.630265235900879
1114,Zuerich,3.5,107,2815,Obstgartenstr. 20,8136,Gattikon,47.28349304199219,8.550223350524902
1115,Zuerich,5.5,137,3292,Murzlenstrasse 21,8166,Niederweningen,47.50841522216797,8.373245239257812
1116,Zuerich,4.5,117,4227,Kaeferholzstrasse 42,8057,Zuerich,47.401912689208984,8.531828880310059
1117,Zuerich,5.5,141,2795,Kalchtarenstrasse 13,8912,Obfelden,47.26263427734375,8.409173011779785
1118,Zuerich,4.5,117,4262,Kaeferholzstrasse 58,8057,Zuerich,47.402618408203125,8.531781196594238
1119,Zuerich,2.5,60,3710,Kalkbreitestrasse 41,8003,Zuerich,47.37330627441406,8.519449234008789
1120,Zuerich,3.5,92,2950,Widenstrasse 1,8302,Kloten,47.446773529052734,8.579062461853027
1121,Zuerich,3.5,93,2593,Wehntalerstr. 327,8106,Adlikon b.Regensdorf,47.45228576660156,8.465749740600586
1122,Zuerich,4.5,138,2600,Botzengasse 3,8416,Flaach,47.578369140625,8.611485481262207
1123,Zuerich,3.5,59,1850,Zuercherstrasse 91,8245,Feuerthalen,47.6915168762207,8.636555671691895
1124,Zuerich,2.5,66,2130,Poststrasse 45,8953,Dietikon,47.400333404541016,8.403396606445312
1125,Zuerich,3.5,99,3170,Widenstrasse 11,8302,Kloten,47.44627380371094,8.57761287689209
1126,Zuerich,2.5,77,3240,Hohlstrasse 207,8004,Zuerich,47.38150405883789,8.516743659973145
1127,Zuerich,5.5,113,4720,Allenmoosstrasse 60,8057,Zuerich,47.40371322631836,8.540075302124023
1128,Zuerich,3.5,86,3850,Widmerstrasse 85,8038,Zuerich,47.334754943847656,8.531593322753906
1129,Zuerich,3.5,102,2640,Giessenstrasse 1,8600,Duebendorf,47.401527404785156,8.611455917358398
1130,Zuerich,2.5,68,1885,Im Feld 18,8180,Buelach,47.511077880859375,8.539717674255371
1131,Zuerich,2.5,76,3160,Alte Landstrasse 137,8804,Au ZH,47.24803924560547,8.631101608276367
1132,Zuerich,3.5,105,2990,Dietlikerstrasse 64,8302,Kloten,47.4433479309082,8.590741157531738
1133,Zuerich,1.5,45,2730,Zurlindenstrasse 111,8003,Zuerich,47.37103271484375,8.518729209899902
1134,Zuerich,4.5,121,4080,Poststrasse 45,8953,Dietikon,47.400333404541016,8.403396606445312
1135,Zuerich,4.5,119,3713,Seestrasse 59,8708,Maennedorf,47.25724411010742,8.682718276977539
1136,Zuerich,2.5,78,2495,Guyer-Zeller-Strasse 17,8620,Wetzikon,47.31673812866211,8.7921724319458
1137,Zuerich,2.5,58,3570,Toedistrasse 63,8810,Horgen,47.258941650390625,8.586108207702637
1138,Zuerich,4.5,110,2750,Untere Muehle 8,8173,Neerach,47.5122184753418,8.473414421081543
1139,Zuerich,2.5,84,2530,Im Grund 21,8424,Embrach,47.507999420166016,8.597095489501953
1140,Zuerich,4.5,80,2650,Schuetzenstrasse 11,8953,Dietikon,47.402992248535156,8.392807960510254
1141,Zuerich,2.5,50,2050,Schuetzenstrasse 11,8953,Dietikon,47.402992248535156,8.392807960510254
1142,Zuerich,4.0,125,4390,Ottikerstrasse 11,8006,Zuerich,47.385704040527344,8.542648315429688
1154,Zuerich,2.0,55,1755,Viktoriastr. 61,8050,Zuerich,47.406105041503906,8.550956726074219
1155,Zuerich,3.5,75,2414,Sandbuckweg 3a,8157,Dielsdorf,47.477447509765625,8.456509590148926
1156,Zuerich,3.5,77,2407,Talweg 132,8610,Uster,47.348731994628906,8.731762886047363
1157,Zuerich,2.5,56,2438,Lochaeckerstrasse 12,8302,Kloten,47.444705963134766,8.590353012084961
1158,Zuerich,7.5,205,5695,Scheideggstrasse 70,8002,Zuerich,47.353271484375,8.528915405273438
1159,Zuerich,5.5,151,3531,Am Wasser 30,8600,Duebendorf,47.403419494628906,8.603487014770508
1160,Zuerich,5.5,127,6117,General Wille-Strasse 8,8002,Zuerich,47.36353302001953,8.533804893493652
1161,Zuerich,4.5,145,4660,Rautistrasse 11/13,8047,Zuerich,,
1162,Zuerich,3.5,73,2175,Dachslernstrasse 184,8048,Zuerich,47.39279556274414,8.470620155334473
1163,Zuerich,2.0,57,2753,Mutschellenstrasse 47,8038,Zuerich,47.35172653198242,8.527535438537598
1164,Zuerich,3.5,65,1630,Brunnenhof 1,8910,Affoltern am Albis,47.28036117553711,8.45711612701416
1165,Zuerich,5.5,143,3500,Buecklerstrasse 11,8181,Hoeri,47.50724792480469,8.513225555419922
1166,Zuerich,3.5,118,5850,Limmatstrasse 260,8005,Zuerich,47.38913345336914,8.52584171295166
1167,Zuerich,2.5,70,3600,Sonnentalstrasse 13,8600,Duebendorf,47.39689254760742,8.602004051208496
1168,Zuerich,3.5,77,2210,Im Langacker 17,8304,Wallisellen,47.40938949584961,8.605988502502441
1169,Zuerich,4.5,97,2174,Muellerwis 6,8606,Greifensee,47.36979675292969,8.680487632751465
1170,Zuerich,3.0,60,2189,Hungerbergstrasse 5,8046,Zuerich,47.420188903808594,8.501709938049316
1171,Zuerich,3.5,95,2590,Zuerichstrasse 8,8610,Uster,47.34905242919922,8.71755599975586
1172,Zuerich,3.5,85,2316,Ackerstr. 33,8604,Volketswil,47.387237548828125,8.66811752319336
1173,Zuerich,5.5,113,2785,Muellerwis 10,8606,Greifensee,47.37006759643555,8.68069076538086
1174,Zuerich,2.0,57,2105,Winterthurerstr. 85,8006,Zuerich,47.39104080200195,8.545096397399902
1175,Zuerich,4.5,88,2272,Alte Gfennstr. 8 A,8600,Duebendorf,,
1176,Zuerich,3.5,87,2570,Dennlerstr. 22,8047,Zuerich,47.38163757324219,8.497901916503906
1177,Zuerich,4.5,107,2600,Bergstrasse 22,8954,Geroldswil,47.424957275390625,8.412257194519043
1178,Zuerich,4.5,75,2270,Alpenstrasse 56A,8600,Duebendorf,47.40410232543945,8.62796401977539
1179,Zuerich,2.5,72,2690,Ringstrasse 20,8600,Duebendorf,47.39771270751953,8.604206085205078
1180,Zuerich,4.0,88,3907,Schaffhauserstrasse 30,8006,Zuerich,47.3901252746582,8.539281845092773
1181,Zuerich,2.0,53,1450,Isengrundstrasse 10,8134,Adliswil,47.31761169433594,8.526298522949219
1182,Zuerich,3.5,87,3940,Eugen-Huber-Str. 113,8048,Zuerich,47.387142181396484,8.475541114807129
1183,Zuerich,3.0,77,2340,Wiesliacher 14,8053,Zuerich,47.35456466674805,8.59931755065918
1184,Zuerich,3.5,105,3189,Gartenstrasse 6,8952,Schlieren,47.39637756347656,8.44259262084961
1185,Zuerich,1.0,12,690,Hallwylstrasse,8004,Zuerich,47.37198257446289,8.52917194366455
1186,Zuerich,2.0,48,2480,Birmensdorferstrasse 101,8003,Zuerich,47.37058639526367,8.522536277770996
1188,Zuerich,3.5,83,2600,Carl-Spitteler-Strasse 21,8053,Zuerich,47.357452392578125,8.588934898376465
1189,Zuerich,4.0,101,4029,Baslerstrasse 77,8048,Zuerich,47.386112213134766,8.496638298034668
1190,Zuerich,4.5,115,3600,Stockerstrasse 29,8810,Horgen,47.260616302490234,8.59263801574707
1191,Zuerich,3.5,107,2800,Brandstrasse 25,8952,Schlieren,47.401214599609375,8.443687438964844
1192,Zuerich,2.0,46,2485,Zeltweg 92,8032,Zuerich,47.36533737182617,8.5538969039917
1193,Zuerich,5.5,136,2640,Gruetstrasse 1a,8474,Dinhard,47.55459213256836,8.775185585021973
1194,Zuerich,4.5,132,3690,Alter Zuerichweg 16,8952,Schlieren,47.394554138183594,8.450820922851562
1196,Zuerich,2.5,60,3050,Kurvenstrasse 1,8006,Zuerich,47.38399124145508,8.54233455657959
1197,Zuerich,2.5,66,1950,Loewenstrasse 17,8133,Esslingen,47.28847122192383,8.710129737854004
1198,Zuerich,3.5,86,3529,Haldenstrasse 14,8045,Zuerich,47.36336898803711,8.518133163452148
1199,Zuerich,4.5,99,2480,Solarstrasse 9,8404,Winterthur,47.502010345458984,8.766860961914062
1200,Zuerich,3.5,83,2190,Zweierhof 9A,8824,Schoenenberg ZH,47.197715759277344,8.649455070495605
1201,Zuerich,1.5,35,1804,Nidelbadstrasse,8038,Zuerich,47.33598327636719,8.533010482788086
1202,Zuerich,3.5,84,2650,Chapfwiesenstrasse 8,8712,Staefa,47.24064254760742,8.729708671569824
1203,Zuerich,4.5,90,4670,Kreuzstrasse 78,8032,Zuerich,47.36531448364258,8.553620338439941
1204,Zuerich,3.5,76,3930,Kreuzstrasse 78,8032,Zuerich,47.36531448364258,8.553620338439941
1205,Zuerich,2.0,41,1172,Hauptstrasse 19,8637,Laupen ZH,47.265682220458984,8.925680160522461
1206,Zuerich,1.5,56,2920,Seefeldstrasse 102,8008,Zuerich,47.35956954956055,8.552647590637207
1207,Zuerich,3.5,70,2092,Zelgwiesenstrasse 23,8046,Zuerich,47.413002014160156,8.527427673339844
1208,Zuerich,4.0,103,3455,Schoenaustrasse 21,8707,Uetikon am See,47.26824951171875,8.673255920410156
1210,Zuerich,3.5,77,2620,Alte Winterthurerstrasse 210,8309,Nuerensdorf,47.46146774291992,8.661450386047363
1211,Zuerich,3.5,95,2668,Kilchwiesenweg 3,8610,Uster,47.34988021850586,8.705421447753906
1212,Zuerich,3.0,68,3150,Pfirsichstrasse 7,8006,Zuerich,47.38933181762695,8.537666320800781
1213,Zuerich,4.5,118,2600,Toggenburgstrasse,8245,Feuerthalen,47.69047927856445,8.637856483459473
1214,Zuerich,4.0,73,1667,Hegifeldstrasse 72,8404,Reutlingen (Winterthur),,
1215,Zuerich,3.0,65,1900,Gottlieb Bachmann-Strasse 2,8824,Schoenenberg ZH,47.19449234008789,8.644383430480957
1216,Zuerich,4.5,111,4495,Im Tobel 5,8706,Meilen,47.28293228149414,8.61787223815918
1217,Zuerich,2.5,90,3080,Rotfluhstrasse 31,8702,Zollikon,47.345794677734375,8.577471733093262
1219,Zuerich,4.5,95,2200,Im Gatter 6,8121,Benglen,47.363101959228516,8.636420249938965
1221,Zuerich,4.5,168,3800,Kirchrain,8824,Waedenswil,47.19331359863281,8.645079612731934
1222,Zuerich,3.5,75,3300,Bucheggstrasse 21,8037,Zuerich,47.396705627441406,8.528757095336914
1223,Zuerich,3.5,140,6490,Sonneggstrasse 45,8006,Zuerich,47.380638122558594,8.545746803283691
1224,Zuerich,4.5,109,5990,Wartauweg 19,8049,Zuerich,47.40304183959961,8.49215316772461
1225,Zuerich,3.5,88,4990,Wartauweg 19,8049,Zuerich,47.40304183959961,8.49215316772461
1226,Zuerich,5.5,127,3600,Grundstrasse 17,8600,Duebendorf,47.400123596191406,8.619356155395508
1227,Zuerich,4.5,110,2575,Ankengasse 5,8902,Urdorf,47.380882263183594,8.423561096191406
1228,Zuerich,2.5,95,3000,Leutschenbachstrasse 85,8052,Zuerich,,
1229,Zuerich,4.5,96,2210,Im Doerfli,8706,Meilen,47.263282775878906,8.66356086730957
1231,Zuerich,3.5,69,2143,Haldenstrasse 23,8134,Adliswil,47.308921813964844,8.523698806762695
1232,Zuerich,2.5,79,2520,Badenerstrasse 843,8048,Zuerich,47.39344787597656,8.47266674041748
1234,Zuerich,4.5,98,2577,Am Brunnenbaechli 22/24,8125,Zollikerberg,,
1235,Zuerich,3.5,93,2014,Aspacher 9 / Sattleracher 38,8413,Neftenbach,,
1236,Zuerich,3.0,101,3568,Toblerstrasse 10,8044,Zuerich,47.382076263427734,8.55302906036377
1237,Zuerich,3.5,86,3697,Haldenstrasse 14,8045,Zuerich,47.36336898803711,8.518133163452148
1238,Zuerich,2.5,87,2595,Eierbrechtstrasse 59/61,8053,Zuerich,,
1239,Zuerich,2.5,60,1580,Einsiedlerstrasse 45,8810,Horgen,47.2666130065918,8.58540153503418
1240,Zuerich,3.5,85,2340,Felsenrainstrasse 73,8052,Zuerich,47.418968200683594,8.539424896240234
1241,Zuerich,4.5,126,2580,Uetlirain 6B,8143,Stallikon,47.34418487548828,8.481529235839844
1242,Zuerich,4.5,79,4000,Rietstrasse 16,8703,Erlenbach,47.30617141723633,8.59451961517334
1243,Zuerich,3.5,60,1910,Eichliackerstrasse 73,8406,Winterthur,47.4870719909668,8.712355613708496
1244,Zuerich,3.5,103,4950,Sonnentalstrasse 13,8600,Duebendorf,47.39689254760742,8.602004051208496
1245,Zuerich,2.5,47,2590,Schaffhauserstr. 438,8050,Zuerich,47.416568756103516,8.545424461364746
1246,Zuerich,4.5,91,2720,Sonnenbergstrasse 55,8800,Thalwil,47.291831970214844,8.557906150817871
1247,Zuerich,4.5,143,6300,Sonnentalstrasse 13,8600,Duebendorf,47.39689254760742,8.602004051208496
1248,Zuerich,3.5,102,3975,Sonnentalstrasse 17,8600,Duebendorf,47.39704895019531,8.601364135742188
1249,Zuerich,4.5,144,5085,Bremgartnerstrasse 51,8003,Zuerich,47.37092590332031,8.518403053283691
1250,Zuerich,2.5,60,2430,Lerchenhalde 1,8703,Erlenbach,47.3079948425293,8.598018646240234
1251,Zuerich,2.5,83,2380,Giesshuebelstrasse 86,8045,Zuerich,47.35905456542969,8.51839542388916
1253,Zuerich,4.5,105,2344,Moosbrunnenstrasse 7,8426,Lufingen,47.48979568481445,8.593528747558594
1254,Zuerich,2.0,52,2330,Wildbachstrasse 60,8008,Zuerich,47.35521697998047,8.557698249816895
1255,Zuerich,4.5,113,4720,Alte Landstrasse 147,8804,Au ZH,47.248538970947266,8.630265235900879
1256,Zuerich,4.0,74,1853,Einsiedlerstrasse 37,8810,Horgen,47.266685485839844,8.58495044708252
1260,Zuerich,4.0,115,3960,Alte Dorfstrasse 52,8704,Herrliberg,47.28529739379883,8.614625930786133
1261,Zuerich,3.0,68,3150,Pfirsichstrasse 9,8006,Zuerich,47.389434814453125,8.537554740905762
1262,Zuerich,3.5,71,3155,Bahnweg 8,8134,Adliswil,47.31632995605469,8.523062705993652
1263,Zuerich,2.0,52,1980,Baendlistrasse 62,8064,Zuerich,47.397212982177734,8.483614921569824
1264,Zuerich,3.5,80,3867,Heuelsteig 7b,8032,Zuerich,47.36818313598633,8.564435958862305
1265,Zuerich,3.5,87,2300,Kuegeliloostrasse 97 (Haus E),8046,Zuerich,,
1266,Zuerich,2.5,55,1990,Kuegeliloostrasse 85,8046,Zuerich,47.414634704589844,8.530470848083496
1267,Zuerich,4.5,148,3176,Winterthurerstr. 11,8180,Buelach,47.520450592041016,8.541739463806152
1268,Zuerich,4.5,142,4720,Tobelhofstr. 23a,8044,Zuerich,47.37736129760742,8.570250511169434
1269,Zuerich,3.5,90,3277,Grimselstrasse 26,8048,Zuerich,47.385597229003906,8.488507270812988
1270,Zuerich,2.5,156,4950,Seestrasse 409,8706,Meilen,47.27140808105469,8.63052749633789
1271,Zuerich,4.0,178,7950,Seestrasse 409,8706,Meilen,47.27140808105469,8.63052749633789
1272,Zuerich,6.5,232,5980,Seestrasse 409,8706,Meilen,47.27140808105469,8.63052749633789
1273,Zuerich,3.5,104,2770,Seebueelstrasse 9,8185,Winkel,47.49213790893555,8.549596786499023
1274,Zuerich,3.5,77,1822,Wassbergstrasse 37,8127,Forch,47.32901382446289,8.65185546875
1275,Zuerich,3.0,65,2090,Schuetzenweg 1,8604,Volketswil,47.39325714111328,8.678277015686035
1276,Zuerich,4.5,109,3818,Edisonstrasse 5,8050,Zuerich,47.40951919555664,8.545088768005371
1277,Zuerich,5.5,149,6850,Gustav-Gull-Platz 11,8004,Zuerich,47.379425048828125,8.5318021774292
1278,Zuerich,5.5,173,2630,Huebwiesenstrasse 20,8954,Geroldswil,47.4210090637207,8.412511825561523
1279,Zuerich,4.0,80,2620,Im Braechli 43,8053,Zuerich,47.36115646362305,8.580795288085938
1280,Zuerich,3.5,100,1860,Lindenstr. 17,8302,Kloten,47.449344635009766,8.583712577819824
1281,Zuerich,2.5,58,2865,Neugutstrasse 12,8304,Wallisellen,47.41238021850586,8.59498405456543
1282,Zuerich,3.5,85,3375,Foehrlibuckstrasse 7,8304,Wallisellen,47.40924072265625,8.603246688842773
1283,Zuerich,1.5,40,2675,Affolternstrasse 10,8050,Zuerich,47.41258239746094,8.544683456420898
1284,Zuerich,3.5,112,3971,Ruedigerstrasse 4,8045,Zuerich,47.36099624633789,8.52193832397461
1285,Zuerich,4.5,141,4970,Bremgartnerstrasse 51,8003,Zuerich,47.37092590332031,8.518403053283691
1286,Zuerich,3.5,70,2695,Steinackerweg 12,8304,Wallisellen,47.418460845947266,8.583312034606934
1287,Zuerich,4.5,80,3395,Rohrstrasse 33,8152,Opfikon,47.43518829345703,8.563631057739258
1288,Zuerich,4.5,135,2495,Muehlestr. 4F,8912,Obfelden,47.26365280151367,8.411216735839844
1289,Zuerich,3.5,70,2850,Leepuentstrasse 20,8600,Duebendorf,47.3955078125,8.617939949035645
1291,Zuerich,2.5,45,2190,Schweizaeckerstrasse 14,8955,Oetwil an der Limmat,47.42378616333008,8.403396606445312
1292,Zuerich,3.5,64,2795,Neue Winterthurerstrasse 75,8304,Wallisellen,47.40922164916992,8.600235939025879
1293,Zuerich,4.5,147,4950,Sonnentalstrasse 17,8600,Duebendorf,47.39704895019531,8.601364135742188
1294,Zuerich,5.5,300,5525,Melchruetistrasse 10,8304,Wallisellen,47.41740798950195,8.57935905456543
1295,Zuerich,2.5,71,4990,Haspelstrasse 5,8041,Zuerich,47.340545654296875,8.518205642700195
1296,Zuerich,1.5,23,1460,Viktoriastrasse 29,8057,Zuerich,47.40406799316406,8.55045223236084
1297,Zuerich,3.0,66,1814,Thalwiesenstr. 25,8302,Kloten,47.459495544433594,8.583965301513672
1298,Zuerich,4.5,95,2590,Waldeggstrasse 12,8405,Winterthur,47.482425689697266,8.758033752441406
1299,Zuerich,4.5,86,1830,Industriestr. 13,8108,Daellikon,47.44404602050781,8.441370010375977
1300,Zuerich,2.5,81,3601,Haldenstrasse 14,8045,Zuerich,47.36336898803711,8.518133163452148
1302,Zuerich,3.5,100,3500,Kaeferholzstrasse 52,8057,Zuerich,47.402320861816406,8.531094551086426
1303,Zuerich,3.5,78,2150,Wassergass 21,8810,Horgen,47.2468147277832,8.61152172088623
1305,Zuerich,3.5,81,3660,Regensdorferstrasse 67,8049,Hoengg,,
1306,Zuerich,2.5,68,2980,Regensdorferstrasse 69,8049,Hoengg,,
1307,Zuerich,2.5,62,2580,Regensdorferstrasse 67,8049,Hoengg,,
1308,Zuerich,2.5,95,2990,Ringstrasse 20,8600,Duebendorf,47.39771270751953,8.604206085205078
1309,Zuerich,3.5,78,1895,Gerichtshausstr. 7,8340,Hinwil,47.30393600463867,8.8460054397583
1310,Zuerich,3.0,74,2042,Lochaeckerstrass 35/37/39/41/43,8302,Kloten,,
1311,Zuerich,1.5,36,2375,Leepuentstrasse 18,8600,Duebendorf,47.395729064941406,8.6176176071167
1312,Zuerich,3.5,90,1961,Zelglistrasse 86,8122,Binz,47.35688781738281,8.626309394836426
1313,Zuerich,4.5,123,5564,Aubrigstrasse 11,8802,Kilchberg ZH,47.330650329589844,8.540399551391602
1314,Zuerich,4.5,115,2900,Buetzackerstr. 4,8304,Wallisellen,47.422306060791016,8.602563858032227
1315,Zuerich,3.5,86,2220,Alte Horgenbachstrasse 11,8548,Ellikon an der Thur,47.5651969909668,8.82779598236084
1316,Zuerich,2.5,110,5685,Weinplatz 10,8001,Zuerich,47.371639251708984,8.541848182678223
1317,Zuerich,1.0,26,1390,Kempttalstrasse 64,8320,Fehraltorf,47.38640213012695,8.75446891784668
1318,Zuerich,2.5,86,2159,Schwandenholzstrasse 234,8046,Zuerich,47.4245491027832,8.52152156829834
1319,Zuerich,2.0,53,1920,Baendlistrasse 62,8064,Zuerich,47.397212982177734,8.483614921569824
1320,Zuerich,3.5,122,3990,Ringstrasse 20,8600,Duebendorf,47.39771270751953,8.604206085205078
1321,Zuerich,2.5,72,2690,Ringstrasse 20,8600,Duebendorf,47.39771270751953,8.604206085205078
1322,Zuerich,3.5,86,3200,Untere Bahnhofstr. 39,8910,Affoltern am Albis,47.27875518798828,8.44943904876709
1323,Zuerich,4.5,95,1600,Kirchweg 110,8246,Langwiesen,47.6859245300293,8.654476165771484
1324,Zuerich,1.0,128,2760,Hagenholzstrasse 70,8050,Zuerich,47.4133415222168,8.556859016418457
1325,Zuerich,3.5,99,2690,Ruemlangstrasse 70,8052,Zuerich,47.42987823486328,8.541399955749512
1326,Zuerich,4.5,107,3082,In der Looren 56,8053,Zuerich,47.36455535888672,8.597229957580566
1327,Zuerich,3.5,102,3450,Obstgartenstr. 13,8703,Erlenbach ZH,47.29734420776367,8.602290153503418
1328,Zuerich,3.5,101,4224,Drusbergstr. 66,8053,Zuerich,47.35507583618164,8.58290958404541
1329,Zuerich,4.5,107,3240,Zuerichstrasse 81,8910,Affoltern a. Albis,47.27742004394531,8.453557014465332
1330,Zuerich,4.5,111,2180,Marktgasse 18,8302,Kloten,47.44972229003906,8.584222793579102
1331,Zuerich,2.5,89,2450,Gattikonerstr. 101,8136,Gattikon,47.28419494628906,8.548237800598145
1332,Zuerich,3.5,99,3590,Im Glockenacker 56,8053,Zuerich,47.36025619506836,8.601366996765137
1333,Zuerich,4.5,120,2946,Dreifelsstr. 5,8105,Regensdorf,47.42805480957031,8.47452449798584
1334,Zuerich,2.0,45,3140,Schaffhauserstr. 438,8050,Zuerich,47.416568756103516,8.545424461364746
1335,Zuerich,2.5,122,2761,Zwickystrasse 18,8304,Wallisellen,,
1336,Zuerich,3.0,68,3175,Pfirsichstrasse 7,8006,Zuerich,47.38933181762695,8.537666320800781
1337,Zuerich,3.0,75,1920,Bodenacherstrasse 28,8121,Benglen,47.362213134765625,8.6359224319458
1338,Zuerich,3.5,98,4500,Jenatschstrasse 3,8002,Zuerich,47.36381912231445,8.53400993347168
1339,Zuerich,3.5,80,2022,Centralweg 3,8910,Affoltern am Albis,47.278079986572266,8.45263957977295
1340,Zuerich,3.5,98,2670,Unterdorfstrasse 1,8311,Bruetten,47.47142791748047,8.670690536499023
1341,Zuerich,3.5,126,2480,Kopfgasse 1,8180,Buelach,47.518798828125,8.541092872619629
1342,Zuerich,5.0,156,6700,Utoquai 49,8008,Zuerich,47.362030029296875,8.54778003692627
1343,Zuerich,2.5,93,2690,Ringstrasse 20,8600,Duebendorf,47.39771270751953,8.604206085205078
1344,Zuerich,3.5,110,3100,Ringstrasse 20,8600,Duebendorf,47.39771270751953,8.604206085205078
1345,Zuerich,4.5,165,6140,Plattenstr. 34,8032,Zuerich,47.37311553955078,8.553730964660645
1346,Zuerich,2.5,90,2120,Toessstr. 49,8427,Rorbas,47.533660888671875,8.578751564025879
1347,Zuerich,3.5,65,2895,Talackerstrasse 47,8152,Opfikon,47.42741775512695,8.561518669128418
1348,Zuerich,3.0,63,1520,Im Geissacker 53,8404,Winterthur,47.51420974731445,8.755001068115234
1349,Zuerich,4.5,98,2570,Robert-Sulzer-Gasse 4,8400,Winterthur,47.49491500854492,8.716140747070312
1350,Zuerich,2.5,68,2920,Bahnhofweg 1,8302,Kloten,47.4499626159668,8.582908630371094
1351,Zuerich,2.5,73,2570,Bahnhofweg 1,8302,Kloten,47.4499626159668,8.582908630371094
1352,Zuerich,2.5,75,3073,Kurfirstenstrasse 43,8002,Zuerich,47.35411071777344,8.52872085571289
1353,Zuerich,4.5,107,3100,Meiershofstrasse 9,8600,Duebendorf,47.39885711669922,8.615408897399902
1354,Zuerich,2.5,77,2250,Seidenstr. 12,8600,Duebendorf,47.404659271240234,8.606596946716309
1355,Zuerich,3.0,62,2132,Dorfstr. 12,8037,Zuerich,47.39414596557617,8.523874282836914
1356,Zuerich,2.5,49,2738,Hohlstrasse 104,8004,Zuerich,47.37917709350586,8.522705078125
1357,Zuerich,3.5,72,1740,Alte Poststr. 1,8172,Niederglatt ZH,47.490474700927734,8.501734733581543
1358,Zuerich,2.5,64,1910,Waldeggstrasse 14,8405,Winterthur,47.4826774597168,8.757678031921387
1359,Zuerich,1.0,28,778,Brunnenwiesenstr. 5,8108,Daellikon,47.44350814819336,8.441405296325684
1360,Zuerich,2.5,62,1629,Spitalstrasse 76,8952,Schlieren,47.39667510986328,8.427978515625
1361,Zuerich,5.0,96,1990,Ueberlandstrasse 453,8051,Zuerich,47.4061393737793,8.59299087524414
1363,Zuerich,3.5,84,2500,Grossackerstrasse 71,8041,Zuerich,47.324195861816406,8.509740829467773
1364,Zuerich,5.5,224,3600,Bueelstrasse 36,8143,Stallikon,47.3450813293457,8.482963562011719
