"id","Region","Rooms","Area","Price","Street","Zip","City"
10054,st-gallen,"1","15","605",Rosenheimstrasse 9,"9000",St. Gallen
10055,st-gallen,"1","37","810",Schokoladenweg 13,"9011",St. Gallen
10056,st-gallen,"3.5","88","1811",Bernhardswiesstrasse 34,"9014",St. Gallen
10058,st-gallen,"3.5","80","1560",Hubertusstr. 2,"9000",St. Gallen
10059,st-gallen,"3.5","94","1955",Heusserstrasse 4,"9010",St. Gallen
10060,st-gallen,"3.5","88","1840",Favrestrasse 19,"9016",St. Gallen
10061,st-gallen,"5.5","149","2690",Sonnrainweg 12,"9008",St. Gallen
10062,st-gallen,"3.5","93","1800",Obere Rittbergstrasse 10,"9615",Dietfurt
10063,st-gallen,"4","76","1520",Grossackerstr. 10,"9000",St. Gallen
10065,st-gallen,"4.5","102","2230",Muller-Friedberg-Strasse 7,"9000",St. Gallen
10066,st-gallen,"2.5","43","1304",Pestalozzistrasse 12,"9500",Wil SG
10067,st-gallen,"4","79","1350",Gerenstrasse 19,"9400",Rorschach
10070,st-gallen,"2.5","57","1280",Sonnrainweg 14,"9008",St. Gallen
10071,st-gallen,"2.5","78","1810",Grossackerstrasse 1,"9000",St. Gallen
10072,st-gallen,"4.5","132","3260",Wassergasse 53,"9000",St. Gallen
10073,st-gallen,"3.5","77","1520",Reherstr. 24 A,"9016",St. Gallen
10074,st-gallen,"4.5","105","2045",Auwiesenstrasse 49C,"9030",Abtwil SG
10075,st-gallen,"2.5","57","1100",St. Gallerstrasse 57,"9300",Wittenbach
10076,st-gallen,"4.5","170","3600",Guisanstr. 94,"9010",St. Gallen
10077,st-gallen,"3.5","71","1220",Haini-Rennhas-Strasse 20,"9403",Goldach
10078,st-gallen,"3.5","86","1780",Lowengartenstrasse 44,"9400",Rorschach
10079,st-gallen,"2.5","71","1780",St. Gallerstrasse 113,"9230",Flawil
10080,st-gallen,"1","33","820",Leuenbergerstrasse 8,"9000",St. Gallen
10081,st-gallen,"3.5","95","1990",Bomertstrasse 2b,"9423",Altenrhein
10082,st-gallen,"4.5","141","2110",Bahnhofstrasse 37,"9470",Buchs SG
10083,st-gallen,"2","54","1060",Signalstrasse 8,"9400",Rorschach
10085,st-gallen,"4.5","134","2280",Lowengartenstrasse 28,"9400",Rorschach
10086,st-gallen,"1","77","1501",Vogelherdstrasse 19b,"9016",St. Gallen
10087,st-gallen,"5.5","149","2440",Brauerstrasse 81a,"9016",St. Gallen
10088,st-gallen,"1","22","885",Unterstrasse 21,"9230",Flawil
10089,st-gallen,"4","82","1455",Waldaustrasse 9,"9000",St. Gallen
10090,st-gallen,"2.5","57","1100",St. Gallerstrasse 57,"9300",Wittenbach
10091,st-gallen,"4.5","170","3600",Guisanstr. 94,"9010",St. Gallen
10092,st-gallen,"3.5","71","1220",Haini-Rennhas-Strasse 20,"9403",Goldach
10093,st-gallen,"2.5","71","1780",St. Gallerstrasse 113,"9230",Flawil
10094,st-gallen,"1","33","820",Leuenbergerstrasse 8,"9000",St. Gallen
10095,st-gallen,"3.5","95","1990",Bomertstrasse 2b,"9423",Altenrhein
10096,st-gallen,"4.5","141","2110",Bahnhofstrasse 37,"9470",Buchs SG
10097,st-gallen,"2","54","1060",Signalstrasse 8,"9400",Rorschach
10099,st-gallen,"1","77","1501",Vogelherdstrasse 19b,"9016",St. Gallen
10100,st-gallen,"5.5","149","2440",Brauerstrasse 81a,"9016",St. Gallen
10101,st-gallen,"1","22","885",Unterstrasse 21,"9230",Flawil
10102,st-gallen,"4","82","1455",Waldaustrasse 9,"9000",St. Gallen
10104,st-gallen,"3.5","83","2190",Haggenstrasse 88,"9014",St. Gallen
10105,st-gallen,"2.5","64","1530",Rorschacher Strasse 277C,"9016",St. Gallen
10106,st-gallen,"1","23","748",Vonwilstr. 15,"9000",St. Gallen
10107,st-gallen,"4","77","1430",Bachfeldstr. 19,"9403",Goldach
10108,st-gallen,"3","74","1400",Helvetiastrasse 51,"9000",St. Gallen
10109,st-gallen,"3.5","93","1445",Farbgasse 1,"9620",Lichtensteig
10110,st-gallen,"4.5","98","1867",Stadtbuhlstr. 4,"9200",Gossau SG
10111,st-gallen,"3","92","1650",Industriestrasse 3a,"9015",St. Gallen
10112,st-gallen,"4.5","91","1710",Reherstr. 24,"9016",St. Gallen
10113,st-gallen,"5.5","117","1560",Fliederstrasse 5,"9200",Gossau SG
10116,st-gallen,"2","40","1090",Dietlistrasse 2,"9000",St. Gallen
10117,st-gallen,"3.5","97","1810",Wenkenrutistrasse 31,"9630",Wattwil
10119,st-gallen,"2.5","54","1350",Im Guet 5a,"9422",Staad SG
10120,st-gallen,"4.5","125","1855",Ringstrasse 48,"8887",Mels
10121,st-gallen,"4.5","90","1490",Bahnhofstrasse 8b,"9300",Wittenbach
10123,st-gallen,"3.5","87","1832",Hechtackerstrasse 12c,"9014",St. Gallen
10124,st-gallen,"3.5","124","1870",Reherstr. 19,"9016",St. Gallen
10125,st-gallen,"4","70","1340",Kirchstr.  56,"9400",Rorschach
10126,st-gallen,"4.5","117","1985",Ringstrasse 6,"9200",Gossau SG
10127,st-gallen,"4.5","102","1480",Neuchlenstrasse 11,"9200",Gossau
10129,st-gallen,"4.5","116","2095",Zilstrasse 72a,"9016",St. Gallen
10130,st-gallen,"4.5","112","2410",Weidweg 9,"9470",Buchs SG
10131,st-gallen,"5.5","105","1690",Magniberg 6,"9000",St. Gallen
10132,st-gallen,"3.5","80","1480",Oberzilstrasse 15,"9016",St. Gallen
10133,st-gallen,"4.5","175","2750",Sonnenbergstrasse 19,"8725",Gebertingen
10134,st-gallen,"3.5","113","2130",Sonnenbergstrasse 19,"8725",Gebertingen
10135,st-gallen,"2","98","1890",Sonnenbergsstrasse 19,"8725",Gebertingen
10136,st-gallen,"3.5","94","2069",St. Gallerstr. 37,"9500",Wil SG
10137,st-gallen,"2.5","63","1465",Kirchstrasse 35,"9400",Rorschach
10140,st-gallen,"4.5","125","2285",Spitalstrasse 60,"9472",Grabs
10142,st-gallen,"5","109","1640",Oststrasse 31,"9000",St. Gallen
10143,st-gallen,"4.5","120","2090",Auerstrasse 24,"9442",Berneck
10144,st-gallen,"2.5","72","1900",Heiligkreuzstrasse 53,"9008",St. Gallen
10145,st-gallen,"2","55","1050",Birkenstrasse 3A,"9240",Uzwil
10146,st-gallen,"3.5","75","1830",Ahornstrasse 23,"9000",St. Gallen
10148,st-gallen,"4.5","91","1878",Ludwigstr. 17,"9010",St. Gallen
10149,st-gallen,"4.5","113","2240",St. Gallerstrasse 17c,"9500",Wil SG
10150,st-gallen,"2.5","63","1465",Kirchstrasse 35,"9400",Rorschach
10153,st-gallen,"4.5","125","2285",Spitalstrasse 60,"9472",Grabs
10155,st-gallen,"5","109","1640",Oststrasse 31,"9000",St. Gallen
10156,st-gallen,"4.5","120","2090",Auerstrasse 24,"9442",Berneck
10157,st-gallen,"2.5","72","1900",Heiligkreuzstrasse 53,"9008",St. Gallen
10158,st-gallen,"2","55","1050",Birkenstrasse 3A,"9240",Uzwil
10160,st-gallen,"4.5","91","1878",Ludwigstr. 17,"9010",St. Gallen
10161,st-gallen,"4.5","113","2240",St. Gallerstrasse 17c,"9500",Wil SG
10162,st-gallen,"3.5","92","2090",Sonnenweg 2,"9466",Sennwald
10163,st-gallen,"4","88","1650",Langgasse 85,"9008",St. Gallen
10165,st-gallen,"2","50","1190",Harfenbergstrasse 13,"9000",St. Gallen
10166,st-gallen,"3.5","80","1590",Oberzilstrasse 15,"9016",St. Gallen
10170,st-gallen,"6","105","1800",Stadtchenstrasse 8,"7320",Sargans
10172,st-gallen,"3.5","132","2980",Guisanstr. 94,"9010",St. Gallen
10173,st-gallen,"1.5","33","1170",Marktplatz 5,"9000",St. Gallen
10174,st-gallen,"4.5","97","1835",Alte Stoss-Strasse 2,"9450",Altstatten SG
10175,st-gallen,"3","63","1150",Fellenbergstrasse 64,"9000",St. Gallen
10178,st-gallen,"4.5","94","1880",Dorfstrasse 26,"9313",Muolen
10179,st-gallen,"4","78","1290",Ruhbergstr. 9,"9000",St. Gallen
10180,st-gallen,"4.5","115","2149",Schonbuelpark 5,"9016",St. Gallen
10182,st-gallen,"3.5","71","1380",Kreuzstr. 28,"9032",Engelburg
10183,st-gallen,"2.5","52","1165",Bachfeldstr. 19,"9403",Goldach
10184,st-gallen,"4.5","90","1620",Wiesentalstrasse 11,"9404",Rorschacherberg
10185,st-gallen,"2.5","65","1450",Wassergasse 1b,"9472",Grabs
10186,st-gallen,"4.5","93","1500",Sonnhaldestrasse 6,"9533",Kirchberg SG
10187,st-gallen,"3.5","93","1810",Rheinstr. 49,"7320",Sargans
10188,st-gallen,"2.5","65","1465",Kublystr. 11,"9016",St. Gallen
10189,st-gallen,"2","56","1149",Goliathgasse 12,"9000",St. Gallen
10193,st-gallen,"3.5","77","1350",Lindenstrasse 2A,"9424",Rheineck
10194,st-gallen,"4.5","102","2230",Muller-Friedberg-Strasse 7,"9000",St. Gallen
10196,st-gallen,"1.5","29","730",Fliederstrasse 5,"9200",Gossau SG
10197,st-gallen,"3","66","1280",Lettenstr. 17,"9500",Wil SG
10198,st-gallen,"3.5","70","1200",Grunhofweg 4,"9400",Rorschach
10199,st-gallen,"3.5","70","1100",Grunhofweg 2,"9400",Rorschach
10201,st-gallen,"4.5","115","1910",Eichbergstrasse 2,"9463",Oberriet SG
10205,st-gallen,"2.5","57","1180",Lindenstrasse 17,"9500",Wil
10206,st-gallen,"2.5","52","1250",Egglistrasse 3a,"9030",Abtwil SG
10209,st-gallen,"2","43","1220",Rickenstrasse 20,"9014",St. Gallen
10210,st-gallen,"4.5","100","1550",Tubacherstrasse 5,"9403",Goldach
10211,st-gallen,"5.5","92","1800",Hinterberg 20,"9014",St. Gallen
10212,st-gallen,"3.5","61","1350",Rosenbergstrasse 68 (BK),"9000",St. Gallen
10213,st-gallen,"3.5","66","1190",Wolfgangstrasse 65,"9014",St. Gallen
10215,st-gallen,"1.5","45","990",Stahlstrasse 9,"9000",St. Gallen
10217,st-gallen,"2.5","69","1466",Lowengartenstrasse 40,"9400",Rorschach
10219,st-gallen,"3.5","81","1740",Oberseestrasse 81,"8645",Rapperswil-Jona
10220,st-gallen,"3.5","102","1830",Wattstrasse 9,"9012",St. Gallen
10221,st-gallen,"3.5","91","1830",Matte 19,"9473",Gams
10222,st-gallen,"3.5","83","1530",Wisenbuntelistrasse 1,"9442",Berneck
10224,st-gallen,"2.5","52","890",Speicherstrasse 19,"9000",St. Gallen
10225,st-gallen,"3","63","1435",Solitudenstrasse 4a,"9012",St. Gallen
10226,st-gallen,"2.5","60","1390",Stapfenwis 15c,"9424",Rheineck
10228,st-gallen,"2.5","48","950",Schleusenstrasse 1,"9620",Lichtensteig
10229,st-gallen,"3.5","96","2025",Hintere Schutzengasse 2,"9000",St. Gallen
10231,st-gallen,"4.5","110","2020",Dufourstr. 3,"9008",St. Gallen
10232,st-gallen,"3.5","75","1180",Austrasse 1,"9642",Ebnat-Kappel
10234,st-gallen,"2.5","57","1410",Buechbergstrasse 36,"9425",Thal
10236,st-gallen,"2.5","50","1440",Buechbergstrasse 36,"9425",Thal
10237,st-gallen,"2.5","58","1230",Diepoldsauerstrasse 43,"9443",Widnau
10239,st-gallen,"4","73","1460",Gallusstr. 7,"9500",Wil SG
10240,st-gallen,"4.5","85","1640",Langgasse 92,"9008",St. Gallen
10241,st-gallen,"2","47","1270",Ragazerstrasse 49,"7320",Sargans
10242,st-gallen,"3.5","83","1520",Ragazerstrasse 49,"7320",Sargans
10243,st-gallen,"4.5","110","2200",Langweidstrasse 6,"9000",St. Gallen
10244,st-gallen,"3.5","81","1670",Wassergasse 1c,"9472",Grabs
10246,st-gallen,"3.5","103","2100",Rorschacherstrasse 120,"9000",St. Gallen
10248,st-gallen,"2.5","68","1705",Kirchstrasse 35,"9400",Rorschach
10249,st-gallen,"3.5","60","1480",Schillerstrasse 3,"9000",St. Gallen
10250,st-gallen,"4.5","101","1640",Bahnhofstrasse 14,"9606",Butschwil
10251,st-gallen,"4","73","1400",Sulzbachstrasse 2,"9404",Rorschacherberg
10255,st-gallen,"2","58","1050",Ullmannstr. 39a,"9014",St. Gallen
10256,st-gallen,"3","71","1390",Wolfgangstrasse 11/13 (BK),"9014",St. Gallen
10258,st-gallen,"3","47","910",Hintergasse 2,"9620",Lichtensteig
10259,st-gallen,"4.5","152","2200",Hinterlauben 12,"9000",St. Gallen
10260,st-gallen,"3","55","1280",In den Erlen 4,"9030",Abtwil
10261,st-gallen,"1","20","600",Sonnenhaldenstrasse 10a,"9008",St. Gallen
10262,st-gallen,"4","87","1755",Engelgasse 12a,"9000",St. Gallen
10264,st-gallen,"4.5","103","1950",Blumenstrasse 24A,"9403",Goldach
10265,st-gallen,"2.5","93","1920",Fuchsgasse 1,"9443",Widnau
10266,st-gallen,"4.5","85","1550",Dorfstrasse 37,"7324",Vilters
10268,st-gallen,"3.5","84","1600",Saarstrasse 17,"9470",Buchs
10269,st-gallen,"3.5","88","1850",Muhlackerweg 25,"9450",Altstatten SG
10270,st-gallen,"1.5","43","1000",Krazernstrasse 108c,"9015",St. Gallen
10271,st-gallen,"4.5","97","1750",Grundgasse 7,"9500",Wil SG
10273,st-gallen,"4","87","1600",Bernhardswiesweg 6,"9014",St. Gallen
10275,st-gallen,"3.5","80","1500",Bernhardswiesstrasse 11,"9014",St. Gallen
10277,st-gallen,"2.5","70","1463",Thalisstrasse 6,"9469",Haag
10283,st-gallen,"3.5","65","1490",Kamorstrasse 6,"9000",St. Gallen
10284,st-gallen,"5.5","140","2050",Ullmannstr. 39a,"9014",St. Gallen
10285,st-gallen,"3.5","70","1245",Altmannstrasse 6,"9012",St. Gallen
10286,st-gallen,"3.5","66","1535",Gatterstr. 17,"9010",St. Gallen
10287,st-gallen,"4","85","1450",St.Gallerstrasse 31,"9403",Goldach
10289,st-gallen,"4.5","108","1980",Bahnhofstr. 40,"9200",Gossau SG
10290,st-gallen,"4.5","79","1690",Larchenstrasse 3,"9630",Wattwil
10292,st-gallen,"3.5","72","1295",Schomattenstrasse 45,"9630",Wattwil
10293,st-gallen,"2.5","60","1730",Favrestrasse 17,"9016",St. Gallen
10294,st-gallen,"4.5","95","1936",Obstgartenstrasse 8,"9300",Wittenbach
10295,st-gallen,"4","71","1230",Tschudistr. 36,"9000",St. Gallen
10297,st-gallen,"3.5","83","1570",Speicherstr. 25,"9000",St. Gallen
10298,st-gallen,"1.5","37","1030",Axensteinstr. 4,"9000",St. Gallen
10299,st-gallen,"4","65","1390",In den Erlen 4,"9030",Abtwil
10300,st-gallen,"3.5","73","1320",Zurcherstrasse 80,"9000",St. Gallen
10301,st-gallen,"4.5","105","1830",Auwiesenstrasse 47C,"9030",Abtwil SG
10302,st-gallen,"3.5","76","1390",Risegg 11,"9422",Staad SG
10303,st-gallen,"3","75","1228",Obergasse 2B,"9450",Altstatten SG
10304,st-gallen,"4.5","86","1600",Langgasse 92,"9008",St. Gallen
10306,st-gallen,"4.5","71","1290",Haini-Rennhas-Strasse 14,"9403",Goldach
10307,st-gallen,"2.5","38","1140",St. Gallerstrasse 66,"9200",Gossau SG
10308,st-gallen,"2.5","42","1135",St. Gallerstrasse 66,"9200",Gossau SG
10309,st-gallen,"2","41","1190",Schwalbenstrasse 10,"9000",St. Gallen
10310,st-gallen,"3","47","910",Hintergasse 2,"9620",Lichtensteig
10311,st-gallen,"4.5","152","2200",Hinterlauben 12,"9000",St. Gallen
10312,st-gallen,"3","55","1280",In den Erlen 4,"9030",Abtwil
10313,st-gallen,"1","20","600",Sonnenhaldenstrasse 10a,"9008",St. Gallen
10314,st-gallen,"4","87","1755",Engelgasse 12a,"9000",St. Gallen
10316,st-gallen,"2.5","93","1920",Fuchsgasse 1,"9443",Widnau
10317,st-gallen,"4.5","85","1550",Dorfstrasse 37,"7324",Vilters
10319,st-gallen,"3.5","84","1600",Saarstrasse 17,"9470",Buchs
10320,st-gallen,"3.5","88","1850",Muhlackerweg 25,"9450",Altstatten SG
10321,st-gallen,"1.5","43","1000",Krazernstrasse 108c,"9015",St. Gallen
10322,st-gallen,"4.5","97","1750",Grundgasse 7,"9500",Wil SG
10324,st-gallen,"4","87","1600",Bernhardswiesweg 6,"9014",St. Gallen
10326,st-gallen,"3.5","80","1500",Bernhardswiesstrasse 11,"9014",St. Gallen
10328,st-gallen,"2.5","70","1463",Thalisstrasse 6,"9469",Haag
10330,st-gallen,"1","19","505",Glockengasse 4,"9000",St. Gallen
10331,st-gallen,"3.5","77","2260",Grossfeldstrasse 13,"7310",Bad Ragaz
10332,st-gallen,"3.5","77","2090",Grossfeldstrasse 13,"7310",Bad Ragaz
10333,st-gallen,"4.5","101","2320",Grossfeldstrasse 13,"7310",Bad Ragaz
10334,st-gallen,"4.5","101","2330",Grossfeldstrasse 13,"7310",Bad Ragaz
10335,st-gallen,"1.5","44","980",Wassergasse 1a,"9472",Grabs
10336,st-gallen,"4.5","85","1390",Burgstr. 74,"9000",St. Gallen
10337,st-gallen,"3.5","98","2070",Ullmannstrasse 15,"9014",St. Gallen
10338,st-gallen,"1","35","780",Tigerbergstrasse 12,"9000",St. Gallen
10340,st-gallen,"3.5","132","2135",Untere Grundgasse 8+10,"9500",Wil SG
10341,st-gallen,"5.5","170","2710",Rotelistrasse 6,"9000",St. Gallen
10342,st-gallen,"2.5","38","1450",St. Gallerstrasse 165,"8645",Rapperswil-Jona
10343,st-gallen,"1.5","44","940",Ullmannstr. 39a,"9014",St. Gallen
10345,st-gallen,"3.5","78","1600",Dorfstrasse 26,"9313",Muolen
10346,st-gallen,"1.5","31","1050",Grofstrasse 45,"8887",Mels
10348,st-gallen,"4.5","91","1600",Bronschhoferstrasse 66,"9500",Wil SG
10350,st-gallen,"2.5","53","1350",Langweidstrasse 4,"9000",St. Gallen
10353,st-gallen,"3.5","82","1880",Schutzenwiesweg 1,"9240",Uzwil
10356,st-gallen,"5.5","146","2795",Sinda 3,"9470",Buchs SG
10357,st-gallen,"4.5","138","2575",Sinda 3,"9470",Buchs SG
10359,st-gallen,"3","65","1590",Lukasstrasse 2,"9008",St. Gallen
10360,st-gallen,"3.5","89","1550",Kronbergstrasse 3,"9323",Steinach
10362,st-gallen,"4.5","88","1630",Sportplatzstrasse 15,"9473",Gams
10363,st-gallen,"1","19","885",Tellstrasse 26,"9000",St. Gallen
10364,st-gallen,"3.5","89","1680",Weierhofgasse 13,"9500",Wil SG
10365,st-gallen,"2.5","71","1740",Grossackerstrasse 1,"9000",St. Gallen
10366,st-gallen,"4.5","126","2400",Grossackerstrasse 1,"9000",St. Gallen
10367,st-gallen,"1","18","460",Rosenbergweg 19,"9000",St. Gallen
10368,st-gallen,"3.5","85","1560",Haggenstr. 68,"9014",St. Gallen
10369,st-gallen,"4","80","1490",Lustgartenstr. 12,"9000",St. Gallen
10372,st-gallen,"4.5","108","1690",Neufeldstrasse 15a,"9463",Oberriet SG
10373,st-gallen,"1.5","28","1090",Sonnenstrasse 17,"9000",St. Gallen
10376,st-gallen,"1.5","44","1020",Burggass 1,"9442",Berneck
10377,st-gallen,"1.5","45","870",Heidenerstrasse 69,"9404",Rorschacherberg
10378,st-gallen,"5.5","127","2120",Pestalozzistrasse 45,"9400",Rorschach
10379,st-gallen,"3.5","91","1950",Lowengartenstrasse 38,"9400",Rorschach
10380,st-gallen,"2.5","45","1320",Teufenerstrasse 95,"9000",St. Gallen
10381,st-gallen,"2.5","45","1300",Teufenerstrasse 95,"9000",St. Gallen
10382,st-gallen,"1.5","40","1230",Hauptstrasse 60,"9477",Trubbach
10383,st-gallen,"2.5","63","1450",Buntstrasse 27,"9442",Berneck
10384,st-gallen,"2.5","62","1360",Heidenerstrasse 43,"9400",Rorschach
10385,st-gallen,"2.5","70","1470",Heidenerstrasse 43,"9400",Rorschach
10387,st-gallen,"2.5","61","1800",Chasiwis 2,"9245",Oberburen
10388,st-gallen,"4","90","1770",Hauptstrasse 101,"9400",Rorschach
10390,st-gallen,"2.5","60","1180",Wilerstrasse 1,"9200",Gossau SG
10391,st-gallen,"3.5","82","1750",Martinsbruggstr. 17,"9016",St. Gallen
10392,st-gallen,"3.5","70","1580",Sportplatzstrasse 15,"9473",Gams
10393,st-gallen,"4.5","92","2050",Im Holzli 32,"9000",St. Gallen
10394,st-gallen,"3.5","92","2040",Bahnhofstrasse 50,"9470",Buchs SG
10395,st-gallen,"2.5","80","2080",Bahnhofstrasse 50,"9470",Buchs SG
10396,st-gallen,"1","43","1250",Bahnhofstrasse 50,"9470",Buchs SG
10398,st-gallen,"4.5","109","2360",Schwertgasse 9/Katharinengasse 10,"9000",St. Gallen
10399,st-gallen,"2.5","59","1660",Hauptstrasse 60,"9477",Trubbach
10400,st-gallen,"2","40","1150",Sternenweg 3,"9323",Steinach
10401,st-gallen,"3.5","98","2240",Guschastrasse 37,"9475",Sevelen
10402,st-gallen,"4.5","97","1820",Schutzenweg 15,"9470",Buchs SG
10404,st-gallen,"1","21","1050",Unterer Graben 9,"9000",St. Gallen
10405,st-gallen,"2.5","61","1010",Neuchlenstrasse 7,"9200",Gossau
10406,st-gallen,"2","52","1160",Leuenbergerstrasse 8,"9000",St. Gallen
10407,st-gallen,"1","37","870",Langgasse 108/110,"9008",St. Gallen
10409,st-gallen,"1","33","800",St. Gallerstrasse 16,"9400",Rorschach
10410,st-gallen,"3.5","84","1830",Schorenstrasse 56,"9000",St. Gallen
10411,st-gallen,"3.5","84","1800",Schorenstrasse 56,"9000",St. Gallen
10412,st-gallen,"3.5","150","3100",St. Gallerstrasse 29,"8645",Jona
10413,st-gallen,"1.5","31","830",Risegg 9,"9422",Staad SG
10414,st-gallen,"4.5","140","2100",Lindenstrasse 11,"9500",Wil SG
10415,st-gallen,"3.5","70","1490",Sommerlistrasse 7,"9000",St. Gallen
10416,st-gallen,"2","60","2150",Spisergasse,"9000",St. Gallen
10417,st-gallen,"2.5","55","1250",Staatsstrasse 146A,"9463",Oberriet SG
10418,st-gallen,"3.5","112","2420",Fahrenstrasse 9,"9430",St. Margrethen SG
10422,st-gallen,"3.5","92","1690",Seminarstrasse 6C,"9200",Gossau
10425,st-gallen,"3.5","78","1370",Sidwaldstr. 24,"9652",Neu St. Johann
10426,st-gallen,"3.5","111","2590",Seepark 14,"9422",Staad SG
10427,st-gallen,"4.5","112","2043",Spelterinistrasse 27,"9602",Bazenheid
10428,st-gallen,"3.5","78","1590",Bischofszellerstr. 66c,"9200",Gossau SG
10429,st-gallen,"2","45","1380",Langweidstrasse 8,"9000",St. Gallen
10431,st-gallen,"3.5","81","1450",Espenmoosstrasse 2,"9008",St. Gallen
10432,st-gallen,"4.5","91","1820",Langweidstrasse 2,"9000",St. Gallen
10443,st-gallen,"2.5","60","1180",Wilerstrasse 1,"9200",Gossau SG
10445,st-gallen,"3.5","82","1750",Martinsbruggstr. 17,"9016",St. Gallen
10446,st-gallen,"3.5","70","1580",Sportplatzstrasse 15,"9473",Gams
10447,st-gallen,"3.5","87","1520",Iddastrasse 5,"9008",St. Gallen
10450,st-gallen,"5.5","154","2700",Bergtalweg 12,"9500",Wil SG
10452,st-gallen,"4.5","92","2050",Im Holzli 32,"9000",St. Gallen
10454,st-gallen,"3.5","92","2040",Bahnhofstrasse 50,"9470",Buchs SG
10455,st-gallen,"2.5","80","2080",Bahnhofstrasse 50,"9470",Buchs SG
10456,st-gallen,"1","43","1250",Bahnhofstrasse 50,"9470",Buchs SG
10463,st-gallen,"4.5","109","2360",Schwertgasse 9/Katharinengasse 10,"9000",St. Gallen
10465,st-gallen,"2.5","59","1660",Hauptstrasse 60,"9477",Trubbach
10466,st-gallen,"3","64","1240",Hofjungerstrasse 32,"9630",Wattwil
10468,st-gallen,"4.5","122","2150",Breitenaustrasse 16,"8725",Gebertingen
10469,st-gallen,"2","40","1150",Sternenweg 3,"9323",Steinach
10472,st-gallen,"4.5","90","1465",St.Gallerstrasse 39,"9403",Goldach
10478,st-gallen,"3.5","98","2240",Guschastrasse 37,"9475",Sevelen
10490,st-gallen,"2.5","58","1580",Unterstudtlistrasse 8,"9470",Buchs SG
10491,st-gallen,"3","68","1490",Splugenstrasse 35,"9008",St. Gallen
10493,st-gallen,"3.5","85","1740",Oberstudtlistrasse 1,"9470",Buchs SG
10494,st-gallen,"4.5","97","1800",Schutzenweg 13,"9470",Buchs SG
10495,st-gallen,"4.5","97","1980",Wolfikon 92,"9533",Kirchberg SG
10496,st-gallen,"4.5","139","2370",Feldwiesenstrasse 7,"9606",Butschwil
10497,st-gallen,"4.5","91","1790",Langweidstrasse 2,"9000",St. Gallen
10498,st-gallen,"3.5","81","1560",Aechelistrasse 18,"9435",Heerbrugg
10503,st-gallen,"2.5","58","1520",Ahornstrasse 58,"9000",St. Gallen
10504,st-gallen,"4.5","108","1945",Auwiesenstrasse 45A,"9030",Abtwil SG
10505,st-gallen,"3","72","1195",Stuckelbergstrasse 10,"9000",St. Gallen
10507,st-gallen,"3","71","1327",Langgasse 41,"9008",St. Gallen
10508,st-gallen,"3.5","72","1510",Sankt Gallerstrasse 36,"9403",Goldach
10509,st-gallen,"3.5","64","1477",Gallusstrasse 46,"9500",Wil SG
10511,st-gallen,"3.5","65","1395",Gallusstrasse 42,"9500",Wil SG
10513,st-gallen,"4.5","113","2185",Schandrichstrasse 11,"9230",Flawil
10514,st-gallen,"1.5","47","1025",Moosstrasse 45,"9014",St. Gallen
10520,st-gallen,"4.5","80","1390",Helvetiastrasse 33,"9000",St. Gallen
10521,st-gallen,"2.5","58","1580",Unterstudtlistrasse 8,"9470",Buchs SG
10522,st-gallen,"3","68","1490",Splugenstrasse 35,"9008",St. Gallen
10524,st-gallen,"3.5","85","1740",Oberstudtlistrasse 1,"9470",Buchs SG
10525,st-gallen,"4.5","97","1800",Schutzenweg 13,"9470",Buchs SG
10526,st-gallen,"4.5","97","1980",Wolfikon 92,"9533",Kirchberg SG
10527,st-gallen,"4.5","139","2370",Feldwiesenstrasse 7,"9606",Butschwil
10533,st-gallen,"4.5","91","1790",Langweidstrasse 2,"9000",St. Gallen
10534,st-gallen,"4","95","1600",Martinsbruggstrasse 33,"9016",St. Gallen
10535,st-gallen,"3.5","81","1560",Aechelistrasse 18,"9435",Heerbrugg
10542,st-gallen,"4","110","1590",Dorfstrasse 42,"9300",Wittenbach
10546,st-gallen,"2.5","58","1520",Ahornstrasse 58,"9000",St. Gallen
10548,st-gallen,"4.5","108","1945",Auwiesenstrasse 45A,"9030",Abtwil SG
10549,st-gallen,"3","72","1195",Stuckelbergstrasse 10,"9000",St. Gallen
10552,st-gallen,"3","71","1327",Langgasse 41,"9008",St. Gallen
10553,st-gallen,"4.5","92","1430",Ebersolerstrasse 67,"9122",Ebersol
10555,st-gallen,"2","32","990",Speicherstrasse 17,"9000",St. Gallen
10556,st-gallen,"4.5","129","1880",Kirchstrasse 15,"8890",Flums
10557,st-gallen,"3.5","72","1510",Sankt Gallerstrasse 36,"9403",Goldach
10559,st-gallen,"2.5","60","1645",Lowenweg 6,"9425",Thal
10560,st-gallen,"3.5","64","1477",Gallusstrasse 46,"9500",Wil SG
10561,st-gallen,"4.5","83","1600",Hofmattstrasse 11,"9200",Gossau SG
10569,st-gallen,"4","138","6200",Hechtstrasse 11,"9469",Haag (Rheintal)
10572,st-gallen,"3.5","96","2550",Bahnhofstrasse 50,"9470",Buchs SG
10575,st-gallen,"4.5","111","1945",Zinggenstrasse 2,"9434",Au SG
10577,st-gallen,"4.5","73","1370",Kapplerstrasse 16,"9642",Ebnat-Kappel
10579,st-gallen,"1","21","600",Hagenbuchstrasse 12,"9000",St. Gallen
10590,st-gallen,"3.5","84","1860",Fuchsackerstrasse 5/7,"9113",Degersheim
10591,st-gallen,"4.5","96","2168",Ahornstrasse 23,"9000",St. Gallen
