"id","Region","Rooms","Area","Price","Street","Zip","City"
1082,Zuerich,"3.5","116","3650",Am Landsberg 39,"8330",Pfaeffikon
1083,Zuerich,"4.5","115","3887",Am Stadtrand 56,"8600",Duebendorf
1084,Zuerich,"3.5","75","2400",Schoenbueelstrasse 42,"8330",Pfaeffikon
1085,Zuerich,"2.5","58","3545",Am Stadtrand 56,"8600",Duebendorf
1086,Zuerich,"4.5","114","4032",Kaeferholzstrasse 42,"8057",Zuerich
1087,Zuerich,"3.5","100","2760",Laettenstrasse 11,"8335",Hittnau
1088,Zuerich,"2.5","90","3220",Grabenwies 2,"8057",Zuerich
1090,Zuerich,"5.5","118","3147",Am Giessenpark 15,"8600",Duebendorf
1091,Zuerich,"1.5","24","1720",Herrligweg 9,"8048",Zuerich
1092,Zuerich,"4.5","89","2699",In Lampitzaeckern 45,"8305",Dietlikon
1093,Zuerich,"4.5","136","3240",Dietlikerstrasse 64,"8302",Kloten
1094,Zuerich,"2.5","54","2600",Hagenholzstrasse 59,"8050",Zuerich
1095,Zuerich,"4.5","105","4090",Widmerstrasse 87,"8038",Zuerich
1096,Zuerich,"1.5","26","1921",Herrligweg 9,"8048",Zuerich
1097,Zuerich,"4.5","119","2959",Lorenweg 20,"8610",Uster
1098,Zuerich,"3.5","102","3975",Sonnentalstrasse 13,"8600",Duebendorf
1099,Zuerich,"3.5","180","4835",Albulastrasse 60,"8048",Zuerich
1100,Zuerich,"1","18","1380",Albulastrasse 50,"8048",Zuerich
1101,Zuerich,"1","115","2432",Else-Zueblin-Strasse 85g,"8404",Winterthur
1102,Zuerich,"3.5","90","2979",Giessenplatz 6,"8600",Duebendorf
1103,Zuerich,"4.5","128","4880",Sonnentalstrasse 15,"8600",Duebendorf
1104,Zuerich,"1.5","51","1992",Faehnlibrunnenstr. 5,"8700",Kuesnacht ZH
1105,Zuerich,"4.5","160","3220",Nidermattweg 7,"8192",Glattfelden
1106,Zuerich,"2","48","1690",In Lampitzaeckern 41,"8305",Dietlikon
1107,Zuerich,"3.5","104","2830",Poststrasse 47,"8953",Dietikon
1108,Zuerich,"4.5","89","2640",In Lampitzaeckern 43,"8305",Dietlikon
1109,Zuerich,"1.5","31","2425",Am Stadtrand 56,"8600",Duebendorf
1110,Zuerich,"4.5","102","4190",Sonnentalstrasse 13,"8600",Duebendorf
1111,Zuerich,"4.5","77","2200",Zuercherstrasse 91,"8245",Feuerthalen
1112,Zuerich,"3.5","102","2632",Am Giessenpark 11,"8600",Duebendorf
1113,Zuerich,"3.5","94","3910",Alte Landstrasse 139,"8804",Au ZH
1114,Zuerich,"3.5","107","2815",Obstgartenstr. 20,"8136",Gattikon
1115,Zuerich,"5.5","137","3292",Murzlenstrasse 21,"8166",Niederweningen
1116,Zuerich,"4.5","117","4227",Kaeferholzstrasse 42,"8057",Zuerich
1117,Zuerich,"5.5","141","2795",Kalchtarenstrasse 13,"8912",Obfelden
1118,Zuerich,"4.5","117","4262",Kaeferholzstrasse 58,"8057",Zuerich
1119,Zuerich,"2.5","60","3710",Kalkbreitestrasse 41,"8003",Zuerich
1120,Zuerich,"3.5","92","2950",Widenstrasse 1,"8302",Kloten
1121,Zuerich,"3.5","93","2593",Wehntalerstr. 327,"8106",Adlikon b.Regensdorf
1122,Zuerich,"4.5","138","2600",Botzengasse 3,"8416",Flaach
1123,Zuerich,"3.5","59","1850",Zuercherstrasse 91,"8245",Feuerthalen
1124,Zuerich,"2.5","66","2130",Poststrasse 45,"8953",Dietikon
1125,Zuerich,"3.5","99","3170",Widenstrasse 11,"8302",Kloten
1126,Zuerich,"2.5","77","3240",Hohlstrasse 207,"8004",Zuerich
1127,Zuerich,"5.5","113","4720",Allenmoosstrasse 60,"8057",Zuerich
1128,Zuerich,"3.5","86","3850",Widmerstrasse 85,"8038",Zuerich
1129,Zuerich,"3.5","102","2640",Giessenstrasse 1,"8600",Duebendorf
1130,Zuerich,"2.5","68","1885",Im Feld 18,"8180",Buelach
1131,Zuerich,"2.5","76","3160",Alte Landstrasse 137,"8804",Au ZH
1132,Zuerich,"3.5","105","2990",Dietlikerstrasse 64,"8302",Kloten
1133,Zuerich,"1.5","45","2730",Zurlindenstrasse 111,"8003",Zuerich
1134,Zuerich,"4.5","121","4080",Poststrasse 45,"8953",Dietikon
1135,Zuerich,"4.5","119","3713",Seestrasse 59,"8708",Maennedorf
1136,Zuerich,"2.5","78","2495",Guyer-Zeller-Strasse 17,"8620",Wetzikon
1137,Zuerich,"2.5","58","3570",Toedistrasse 63,"8810",Horgen
1138,Zuerich,"4.5","110","2750",Untere Muehle 8,"8173",Neerach
1139,Zuerich,"2.5","84","2530",Im Grund 21,"8424",Embrach
1140,Zuerich,"4.5","80","2650",Schuetzenstrasse 11,"8953",Dietikon
1141,Zuerich,"2.5","50","2050",Schuetzenstrasse 11,"8953",Dietikon
1142,Zuerich,"4","125","4390",Ottikerstrasse 11,"8006",Zuerich
1154,Zuerich,"2","55","1755",Viktoriastr. 61,"8050",Zuerich
1155,Zuerich,"3.5","75","2414",Sandbuckweg 3a,"8157",Dielsdorf
1156,Zuerich,"3.5","77","2407",Talweg 132,"8610",Uster
1157,Zuerich,"2.5","56","2438",Lochaeckerstrasse 12,"8302",Kloten
1158,Zuerich,"7.5","205","5695",Scheideggstrasse 70,"8002",Zuerich
1159,Zuerich,"5.5","151","3531",Am Wasser 30,"8600",Duebendorf
1160,Zuerich,"5.5","127","6117",General Wille-Strasse 8,"8002",Zuerich
1161,Zuerich,"4.5","145","4660",Rautistrasse 11/13,"8047",Zuerich
1162,Zuerich,"3.5","73","2175",Dachslernstrasse 184,"8048",Zuerich
1163,Zuerich,"2","57","2753",Mutschellenstrasse 47,"8038",Zuerich
1164,Zuerich,"3.5","65","1630",Brunnenhof 1,"8910",Affoltern am Albis
1165,Zuerich,"5.5","143","3500",Buecklerstrasse 11,"8181",Hoeri
1166,Zuerich,"3.5","118","5850",Limmatstrasse 260,"8005",Zuerich
1167,Zuerich,"2.5","70","3600",Sonnentalstrasse 13,"8600",Duebendorf
1168,Zuerich,"3.5","77","2210",Im Langacker 17,"8304",Wallisellen
1169,Zuerich,"4.5","97","2174",Muellerwis 6,"8606",Greifensee
1170,Zuerich,"3","60","2189",Hungerbergstrasse 5,"8046",Zuerich
1171,Zuerich,"3.5","95","2590",Zuerichstrasse 8,"8610",Uster
1172,Zuerich,"3.5","85","2316",Ackerstr. 33,"8604",Volketswil
1173,Zuerich,"5.5","113","2785",Muellerwis 10,"8606",Greifensee
1174,Zuerich,"2","57","2105",Winterthurerstr. 85,"8006",Zuerich
1175,Zuerich,"4.5","88","2272",Alte Gfennstr. 8 A,"8600",Duebendorf
1176,Zuerich,"3.5","87","2570",Dennlerstr. 22,"8047",Zuerich
1177,Zuerich,"4.5","107","2600",Bergstrasse 22,"8954",Geroldswil
1178,Zuerich,"4.5","75","2270",Alpenstrasse 56A,"8600",Duebendorf
1179,Zuerich,"2.5","72","2690",Ringstrasse 20,"8600",Duebendorf
1180,Zuerich,"4","88","3907",Schaffhauserstrasse 30,"8006",Zuerich
1181,Zuerich,"2","53","1450",Isengrundstrasse 10,"8134",Adliswil
1182,Zuerich,"3.5","87","3940",Eugen-Huber-Str. 113,"8048",Zuerich
1183,Zuerich,"3","77","2340",Wiesliacher 14,"8053",Zuerich
1184,Zuerich,"3.5","105","3189",Gartenstrasse 6,"8952",Schlieren
1185,Zuerich,"1","12","690",Hallwylstrasse,"8004",Zuerich
1186,Zuerich,"2","48","2480",Birmensdorferstrasse 101,"8003",Zuerich
1188,Zuerich,"3.5","83","2600",Carl-Spitteler-Strasse 21,"8053",Zuerich
1189,Zuerich,"4","101","4029",Baslerstrasse 77,"8048",Zuerich
1190,Zuerich,"4.5","115","3600",Stockerstrasse 29,"8810",Horgen
1191,Zuerich,"3.5","107","2800",Brandstrasse 25,"8952",Schlieren
1192,Zuerich,"2","46","2485",Zeltweg 92,"8032",Zuerich
1193,Zuerich,"5.5","136","2640",Gruetstrasse 1a,"8474",Dinhard
1194,Zuerich,"4.5","132","3690",Alter Zuerichweg 16,"8952",Schlieren
1196,Zuerich,"2.5","60","3050",Kurvenstrasse 1,"8006",Zuerich
1197,Zuerich,"2.5","66","1950",Loewenstrasse 17,"8133",Esslingen
1198,Zuerich,"3.5","86","3529",Haldenstrasse 14,"8045",Zuerich
1199,Zuerich,"4.5","99","2480",Solarstrasse 9,"8404",Winterthur
1200,Zuerich,"3.5","83","2190",Zweierhof 9A,"8824",Schoenenberg ZH
1201,Zuerich,"1.5","35","1804",Nidelbadstrasse,"8038",Zuerich
1202,Zuerich,"3.5","84","2650",Chapfwiesenstrasse 8,"8712",Staefa
1203,Zuerich,"4.5","90","4670",Kreuzstrasse 78,"8032",Zuerich
1204,Zuerich,"3.5","76","3930",Kreuzstrasse 78,"8032",Zuerich
1205,Zuerich,"2","41","1172",Hauptstrasse 19,"8637",Laupen ZH
1206,Zuerich,"1.5","56","2920",Seefeldstrasse 102,"8008",Zuerich
1207,Zuerich,"3.5","70","2092",Zelgwiesenstrasse 23,"8046",Zuerich
1208,Zuerich,"4","103","3455",Schoenaustrasse 21,"8707",Uetikon am See
1210,Zuerich,"3.5","77","2620",Alte Winterthurerstrasse 210,"8309",Nuerensdorf
1211,Zuerich,"3.5","95","2668",Kilchwiesenweg 3,"8610",Uster
1212,Zuerich,"3","68","3150",Pfirsichstrasse 7,"8006",Zuerich
1213,Zuerich,"4.5","118","2600",Toggenburgstrasse,"8245",Feuerthalen
1214,Zuerich,"4","73","1667",Hegifeldstrasse 72,"8404",Reutlingen (Winterthur)
1215,Zuerich,"3","65","1900",Gottlieb Bachmann-Strasse 2,"8824",Schoenenberg ZH
1216,Zuerich,"4.5","111","4495",Im Tobel 5,"8706",Meilen
1217,Zuerich,"2.5","90","3080",Rotfluhstrasse 31,"8702",Zollikon
1219,Zuerich,"4.5","95","2200",Im Gatter 6,"8121",Benglen
1221,Zuerich,"4.5","168","3800",Kirchrain,"8824",Waedenswil
1222,Zuerich,"3.5","75","3300",Bucheggstrasse 21,"8037",Zuerich
1223,Zuerich,"3.5","140","6490",Sonneggstrasse 45,"8006",Zuerich
1224,Zuerich,"4.5","109","5990",Wartauweg 19,"8049",Zuerich
1225,Zuerich,"3.5","88","4990",Wartauweg 19,"8049",Zuerich
1226,Zuerich,"5.5","127","3600",Grundstrasse 17,"8600",Duebendorf
1227,Zuerich,"4.5","110","2575",Ankengasse 5,"8902",Urdorf
1228,Zuerich,"2.5","95","3000",Leutschenbachstrasse 85,"8052",Zuerich
1229,Zuerich,"4.5","96","2210",Im Doerfli,"8706",Meilen
1231,Zuerich,"3.5","69","2143",Haldenstrasse 23,"8134",Adliswil
1232,Zuerich,"2.5","79","2520",Badenerstrasse 843,"8048",Zuerich
1234,Zuerich,"4.5","98","2577",Am Brunnenbaechli 22/24,"8125",Zollikerberg
1235,Zuerich,"3.5","93","2014",Aspacher 9 / Sattleracher 38,"8413",Neftenbach
1236,Zuerich,"3","101","3568",Toblerstrasse 10,"8044",Zuerich
1237,Zuerich,"3.5","86","3697",Haldenstrasse 14,"8045",Zuerich
1238,Zuerich,"2.5","87","2595",Eierbrechtstrasse 59/61,"8053",Zuerich
1239,Zuerich,"2.5","60","1580",Einsiedlerstrasse 45,"8810",Horgen
1240,Zuerich,"3.5","85","2340",Felsenrainstrasse 73,"8052",Zuerich
1241,Zuerich,"4.5","126","2580",Uetlirain 6B,"8143",Stallikon
1242,Zuerich,"4.5","79","4000",Rietstrasse 16,"8703",Erlenbach
1243,Zuerich,"3.5","60","1910",Eichliackerstrasse 73,"8406",Winterthur
1244,Zuerich,"3.5","103","4950",Sonnentalstrasse 13,"8600",Duebendorf
1245,Zuerich,"2.5","47","2590",Schaffhauserstr. 438,"8050",Zuerich
1246,Zuerich,"4.5","91","2720",Sonnenbergstrasse 55,"8800",Thalwil
1247,Zuerich,"4.5","143","6300",Sonnentalstrasse 13,"8600",Duebendorf
1248,Zuerich,"3.5","102","3975",Sonnentalstrasse 17,"8600",Duebendorf
1249,Zuerich,"4.5","144","5085",Bremgartnerstrasse 51,"8003",Zuerich
1250,Zuerich,"2.5","60","2430",Lerchenhalde 1,"8703",Erlenbach
1251,Zuerich,"2.5","83","2380",Giesshuebelstrasse 86,"8045",Zuerich
1253,Zuerich,"4.5","105","2344",Moosbrunnenstrasse 7,"8426",Lufingen
1254,Zuerich,"2","52","2330",Wildbachstrasse 60,"8008",Zuerich
1255,Zuerich,"4.5","113","4720",Alte Landstrasse 147,"8804",Au ZH
1256,Zuerich,"4","74","1853",Einsiedlerstrasse 37,"8810",Horgen
1260,Zuerich,"4","115","3960",Alte Dorfstrasse 52,"8704",Herrliberg
1261,Zuerich,"3","68","3150",Pfirsichstrasse 9,"8006",Zuerich
1262,Zuerich,"3.5","71","3155",Bahnweg 8,"8134",Adliswil
1263,Zuerich,"2","52","1980",Baendlistrasse 62,"8064",Zuerich
1264,Zuerich,"3.5","80","3867",Heuelsteig 7b,"8032",Zuerich
1265,Zuerich,"3.5","87","2300",Kuegeliloostrasse 97 (Haus E),"8046",Zuerich
1266,Zuerich,"2.5","55","1990",Kuegeliloostrasse 85,"8046",Zuerich
1267,Zuerich,"4.5","148","3176",Winterthurerstr. 11,"8180",Buelach
1268,Zuerich,"4.5","142","4720",Tobelhofstr. 23a,"8044",Zuerich
1269,Zuerich,"3.5","90","3277",Grimselstrasse 26,"8048",Zuerich
1270,Zuerich,"2.5","156","4950",Seestrasse 409,"8706",Meilen
1271,Zuerich,"4","178","7950",Seestrasse 409,"8706",Meilen
1272,Zuerich,"6.5","232","5980",Seestrasse 409,"8706",Meilen
1273,Zuerich,"3.5","104","2770",Seebueelstrasse 9,"8185",Winkel
1274,Zuerich,"3.5","77","1822",Wassbergstrasse 37,"8127",Forch
1275,Zuerich,"3","65","2090",Schuetzenweg 1,"8604",Volketswil
1276,Zuerich,"4.5","109","3818",Edisonstrasse 5,"8050",Zuerich
1277,Zuerich,"5.5","149","6850",Gustav-Gull-Platz 11,"8004",Zuerich
1278,Zuerich,"5.5","173","2630",Huebwiesenstrasse 20,"8954",Geroldswil
1279,Zuerich,"4","80","2620",Im Braechli 43,"8053",Zuerich
1280,Zuerich,"3.5","100","1860",Lindenstr. 17,"8302",Kloten
1281,Zuerich,"2.5","58","2865",Neugutstrasse 12,"8304",Wallisellen
1282,Zuerich,"3.5","85","3375",Foehrlibuckstrasse 7,"8304",Wallisellen
1283,Zuerich,"1.5","40","2675",Affolternstrasse 10,"8050",Zuerich
1284,Zuerich,"3.5","112","3971",Ruedigerstrasse 4,"8045",Zuerich
1285,Zuerich,"4.5","141","4970",Bremgartnerstrasse 51,"8003",Zuerich
1286,Zuerich,"3.5","70","2695",Steinackerweg 12,"8304",Wallisellen
1287,Zuerich,"4.5","80","3395",Rohrstrasse 33,"8152",Opfikon
1288,Zuerich,"4.5","135","2495",Muehlestr. 4F,"8912",Obfelden
1289,Zuerich,"3.5","70","2850",Leepuentstrasse 20,"8600",Duebendorf
1291,Zuerich,"2.5","45","2190",Schweizaeckerstrasse 14,"8955",Oetwil an der Limmat
1292,Zuerich,"3.5","64","2795",Neue Winterthurerstrasse 75,"8304",Wallisellen
1293,Zuerich,"4.5","147","4950",Sonnentalstrasse 17,"8600",Duebendorf
1294,Zuerich,"5.5","300","5525",Melchruetistrasse 10,"8304",Wallisellen
1295,Zuerich,"2.5","71","4990",Haspelstrasse 5,"8041",Zuerich
1296,Zuerich,"1.5","23","1460",Viktoriastrasse 29,"8057",Zuerich
1297,Zuerich,"3","66","1814",Thalwiesenstr. 25,"8302",Kloten
1298,Zuerich,"4.5","95","2590",Waldeggstrasse 12,"8405",Winterthur
1299,Zuerich,"4.5","86","1830",Industriestr. 13,"8108",Daellikon
1300,Zuerich,"2.5","81","3601",Haldenstrasse 14,"8045",Zuerich
1302,Zuerich,"3.5","100","3500",Kaeferholzstrasse 52,"8057",Zuerich
1303,Zuerich,"3.5","78","2150",Wassergass 21,"8810",Horgen
1305,Zuerich,"3.5","81","3660",Regensdorferstrasse 67,"8049",Hoengg
1306,Zuerich,"2.5","68","2980",Regensdorferstrasse 69,"8049",Hoengg
1307,Zuerich,"2.5","62","2580",Regensdorferstrasse 67,"8049",Hoengg
1308,Zuerich,"2.5","95","2990",Ringstrasse 20,"8600",Duebendorf
1309,Zuerich,"3.5","78","1895",Gerichtshausstr. 7,"8340",Hinwil
1310,Zuerich,"3","74","2042",Lochaeckerstrass 35/37/39/41/43,"8302",Kloten
1311,Zuerich,"1.5","36","2375",Leepuentstrasse 18,"8600",Duebendorf
1312,Zuerich,"3.5","90","1961",Zelglistrasse 86,"8122",Binz
1313,Zuerich,"4.5","123","5564",Aubrigstrasse 11,"8802",Kilchberg ZH
1314,Zuerich,"4.5","115","2900",Buetzackerstr. 4,"8304",Wallisellen
1315,Zuerich,"3.5","86","2220",Alte Horgenbachstrasse 11,"8548",Ellikon an der Thur
1316,Zuerich,"2.5","110","5685",Weinplatz 10,"8001",Zuerich
1317,Zuerich,"1","26","1390",Kempttalstrasse 64,"8320",Fehraltorf
1318,Zuerich,"2.5","86","2159",Schwandenholzstrasse 234,"8046",Zuerich
1319,Zuerich,"2","53","1920",Baendlistrasse 62,"8064",Zuerich
1320,Zuerich,"3.5","122","3990",Ringstrasse 20,"8600",Duebendorf
1321,Zuerich,"2.5","72","2690",Ringstrasse 20,"8600",Duebendorf
1322,Zuerich,"3.5","86","3200",Untere Bahnhofstr. 39,"8910",Affoltern am Albis
1323,Zuerich,"4.5","95","1600",Kirchweg 110,"8246",Langwiesen
1324,Zuerich,"1","128","2760",Hagenholzstrasse 70,"8050",Zuerich
1325,Zuerich,"3.5","99","2690",Ruemlangstrasse 70,"8052",Zuerich
1326,Zuerich,"4.5","107","3082",In der Looren 56,"8053",Zuerich
1327,Zuerich,"3.5","102","3450",Obstgartenstr. 13,"8703",Erlenbach ZH
1328,Zuerich,"3.5","101","4224",Drusbergstr. 66,"8053",Zuerich
1329,Zuerich,"4.5","107","3240",Zuerichstrasse 81,"8910",Affoltern a. Albis
1330,Zuerich,"4.5","111","2180",Marktgasse 18,"8302",Kloten
1331,Zuerich,"2.5","89","2450",Gattikonerstr. 101,"8136",Gattikon
1332,Zuerich,"3.5","99","3590",Im Glockenacker 56,"8053",Zuerich
1333,Zuerich,"4.5","120","2946",Dreifelsstr. 5,"8105",Regensdorf
1334,Zuerich,"2","45","3140",Schaffhauserstr. 438,"8050",Zuerich
1335,Zuerich,"2.5","122","2761",Zwickystrasse 18,"8304",Wallisellen
1336,Zuerich,"3","68","3175",Pfirsichstrasse 7,"8006",Zuerich
1337,Zuerich,"3","75","1920",Bodenacherstrasse 28,"8121",Benglen
1338,Zuerich,"3.5","98","4500",Jenatschstrasse 3,"8002",Zuerich
1339,Zuerich,"3.5","80","2022",Centralweg 3,"8910",Affoltern am Albis
1340,Zuerich,"3.5","98","2670",Unterdorfstrasse 1,"8311",Bruetten
1341,Zuerich,"3.5","126","2480",Kopfgasse 1,"8180",Buelach
1342,Zuerich,"5","156","6700",Utoquai 49,"8008",Zuerich
1343,Zuerich,"2.5","93","2690",Ringstrasse 20,"8600",Duebendorf
1344,Zuerich,"3.5","110","3100",Ringstrasse 20,"8600",Duebendorf
1345,Zuerich,"4.5","165","6140",Plattenstr. 34,"8032",Zuerich
1346,Zuerich,"2.5","90","2120",Toessstr. 49,"8427",Rorbas
1347,Zuerich,"3.5","65","2895",Talackerstrasse 47,"8152",Opfikon
1348,Zuerich,"3","63","1520",Im Geissacker 53,"8404",Winterthur
1349,Zuerich,"4.5","98","2570",Robert-Sulzer-Gasse 4,"8400",Winterthur
1350,Zuerich,"2.5","68","2920",Bahnhofweg 1,"8302",Kloten
1351,Zuerich,"2.5","73","2570",Bahnhofweg 1,"8302",Kloten
1352,Zuerich,"2.5","75","3073",Kurfirstenstrasse 43,"8002",Zuerich
1353,Zuerich,"4.5","107","3100",Meiershofstrasse 9,"8600",Duebendorf
1354,Zuerich,"2.5","77","2250",Seidenstr. 12,"8600",Duebendorf
1355,Zuerich,"3","62","2132",Dorfstr. 12,"8037",Zuerich
1356,Zuerich,"2.5","49","2738",Hohlstrasse 104,"8004",Zuerich
1357,Zuerich,"3.5","72","1740",Alte Poststr. 1,"8172",Niederglatt ZH
1358,Zuerich,"2.5","64","1910",Waldeggstrasse 14,"8405",Winterthur
1359,Zuerich,"1","28","778",Brunnenwiesenstr. 5,"8108",Daellikon
1360,Zuerich,"2.5","62","1629",Spitalstrasse 76,"8952",Schlieren
1361,Zuerich,"5","96","1990",Ueberlandstrasse 453,"8051",Zuerich
1363,Zuerich,"3.5","84","2500",Grossackerstrasse 71,"8041",Zuerich
1364,Zuerich,"5.5","224","3600",Bueelstrasse 36,"8143",Stallikon
1365,Zuerich,"3.5","65","2895",Talackerstrasse 47,"8152",Opfikon
1366,Zuerich,"3","63","1520",Im Geissacker 53,"8404",Winterthur
1367,Zuerich,"4.5","98","2570",Robert-Sulzer-Gasse 4,"8400",Winterthur
1368,Zuerich,"2.5","68","2920",Bahnhofweg 1,"8302",Kloten
1369,Zuerich,"2.5","73","2570",Bahnhofweg 1,"8302",Kloten
1370,Zuerich,"2.5","75","3073",Kurfirstenstrasse 43,"8002",Zuerich
1371,Zuerich,"4.5","107","3100",Meiershofstrasse 9,"8600",Duebendorf
1372,Zuerich,"2.5","77","2250",Seidenstr. 12,"8600",Duebendorf
1373,Zuerich,"3","62","2132",Dorfstr. 12,"8037",Zuerich
1374,Zuerich,"2.5","49","2738",Hohlstrasse 104,"8004",Zuerich
1375,Zuerich,"3.5","72","1740",Alte Poststr. 1,"8172",Niederglatt ZH
1376,Zuerich,"2.5","64","1910",Waldeggstrasse 14,"8405",Winterthur
1377,Zuerich,"1","28","778",Brunnenwiesenstr. 5,"8108",Daellikon
1378,Zuerich,"2.5","62","1629",Spitalstrasse 76,"8952",Schlieren
1379,Zuerich,"5","96","1990",Ueberlandstrasse 453,"8051",Zuerich
1380,Zuerich,"1.5","37","1330",Wannerstr. 47,"8045",Zuerich
1381,Zuerich,"4.5","126","2909",Zentralstr. 6,"8953",Dietikon
1382,Zuerich,"2.5","105","4920",Zeunerstrasse 11,"8037",Zuerich
1383,Zuerich,"4","68","1680",Sindelenstrasse 13,"8340",Hinwil
1384,Zuerich,"3.5","98","2650",Rudolfstr. 23,"8400",Winterthur
1385,Zuerich,"2.5","79","2030",Margrit Rainer-Str. 13,"8050",Zuerich
1386,Zuerich,"3.5","71","1979",Bahnhofstr. 53,"8902",Urdorf
1387,Zuerich,"1.5","36","1754",Affolternstrasse 10,"8050",Zuerich
1388,Zuerich,"3.5","88","1864",Heiselstrasse 100,"8155",Niederhasli
1389,Zuerich,"3.5","79","2190",Im Langacker 19,"8304",Wallisellen
1390,Zuerich,"4.5","115","2950",Im Sunneberg 3,"8345",Adetswil
1391,Zuerich,"3.5","92","2920",Bahnhofweg 1,"8302",Kloten
1392,Zuerich,"3.5","70","1468",Meierwiesenstr. 39,"8107",Buchs ZH
1393,Zuerich,"4.5","130","3970",Zwirnerstrasse 78,"8041",Zuerich
1394,Zuerich,"4.5","111","2078",Seilerwis 5,"8606",Greifensee
1395,Zuerich,"3.5","77","1800",Muellerwis 8,"8606",Greifensee
1396,Zuerich,"2.5","61","1420",Sonnenfeldstr. 10,"8620",Wetzikon ZH
1397,Zuerich,"3.5","78","1812",Gerichtshausstr. 1,"8340",Hinwil
1398,Zuerich,"3.5","94","1909",Bahnhofstrasse 152,"8620",Wetzikon ZH
1399,Zuerich,"5.5","125","2915",Ruemikerstrasse 2,"8400",Winterthur
1400,Zuerich,"2.5","68","3000",Nordstrasse 15,"8180",Buelach
1401,Zuerich,"3.5","112","3450",Zwirnerstrasse 78,"8041",Zuerich
1402,Zuerich,"1","25","1330",Witikonerstrasse 54,"8032",Zuerich
1403,Zuerich,"2.5","64","2015",Else-Zueblin-Strasse 78,"8404",Winterthur
1404,Zuerich,"2.5","67","2028",Ruetistrasse 60,"8134",Adliswil
1405,Zuerich,"4","69","2100",Schwandenacker 46,"8052",Zuerich
1406,Zuerich,"4.5","99","2210",Burstwiesenstrasse 69,"8606",Greifensee
1407,Zuerich,"3.5","88","2180",Tuefwisstrasse 17,"8185",Winkel
1408,Zuerich,"3.5","91","2950",Schneebelistr. 4,"8048",Zuerich
1409,Zuerich,"3.5","152","3850",Hoeflistrasse 43,"8135",Langnau am Albis
1410,Zuerich,"2","45","1840",Schuetzenweg 1,"8604",Volketswil
1411,Zuerich,"4.5","132","3000",Hintere Bahnhofstr. 6,"8610",Uster
1412,Zuerich,"3.5","76","1940",Preyenstr. 31,"8623",Wetzikon ZH
1413,Zuerich,"3","132","4810",Zollikerstr. 23,"8008",Zuerich
1414,Zuerich,"1.5","68","2035",Boulevard Lilienthal 54,"8152",Glattpark (Opfikon)
1415,Zuerich,"4.5","101","2820",Poststr. 11,"8134",Adliswil
1416,Zuerich,"4.5","128","2670",Neunfornerstrasse 13,"8475",Ossingen
1417,Zuerich,"3.5","80","1930",Puentenweg 2,"8184",Bachenbuelach
1418,Zuerich,"4.5","100","2196",Ulmenstrasse 9,"8636",Wald ZH
1419,Zuerich,"1","46","2910",In der Au 6,"8604",Volketswil
1420,Zuerich,"3","84","1912",Bruendlerstr. 5,"8330",Pfaeffikon ZH
1421,Zuerich,"2.5","58","1650",Im Spaeten 31,"8906",Bonstetten
1422,Zuerich,"1","34","1495",Winterthurerstr. 85,"8006",Zuerich
1423,Zuerich,"3.5","77","1990",Im Bruenneli 15,"8127",Forch
1424,Zuerich,"4.5","108","2590",Alt-Ferrachstrasse 35c,"8630",Rueti ZH
1425,Zuerich,"5.5","120","3253",Bodenacherstrasse 77,"8121",Benglen
1426,Zuerich,"2.5","57","1700",Chilenwiesenstrasse 1,"8108",Daellikon
1427,Zuerich,"3.5","100","2900",Hagenholzstrasse 76,"8050",Zuerich
1428,Zuerich,"3","79","2555",Greifenseestr. 57,"8050",Zuerich
1429,Zuerich,"4.5","93","1645",Meierwiesenstr. 39,"8107",Buchs ZH
1430,Zuerich,"4.5","101","2119",Baechelacherstrasse 1,"8132",Hinteregg
1431,Zuerich,"3.5","70","2390",Eichhoehe 1,"8634",Hombrechtikon
1432,Zuerich,"4","80","2041",Burstwiesenstr. 12,"8606",Greifensee
1433,Zuerich,"2","70","3431",Baslerstrasse 77,"8048",Zuerich
1434,Zuerich,"3.5","113","4840",Badenerstr. 157,"8004",Zuerich
1435,Zuerich,"3.5","84","2001",Am Dorfbach 23,"8308",Illnau
1436,Zuerich,"2.5","61","2230",Zuerichstrasse 81,"8910",Affoltern a. Albis
1437,Zuerich,"3.5","110","1880",Boelstrasse 18,"8625",Gossau ZH
1438,Zuerich,"3.5","82","2728",Giessenplatz 1,"8600",Duebendorf
1439,Zuerich,"4.5","108","2515",Sulzerallee 51,"8404",Winterthur
1440,Zuerich,"2.5","44","1650",Zuerichstrasse 81,"8910",Affoltern a. Albis
1441,Zuerich,"2.5","77","2260",Seidenstr. 30,"8600",Duebendorf
1442,Zuerich,"4","71","2750",Langgruetstrasse 103,"8047",Zuerich
1443,Zuerich,"3","83","3506",Baslerstrasse 77,"8048",Zuerich
1444,Zuerich,"2.5","63","2260",Brunaustrasse 160,"8951",Fahrweid
1446,Zuerich,"3.5","77","2180",Im Langacker 19,"8304",Wallisellen
1447,Zuerich,"3","89","4220",Forchstrasse 24,"8008",Zuerich
1448,Zuerich,"6","147","6370",Forchstrasse 22,"8008",Zuerich
1449,Zuerich,"1.5","59","2089",Gruenaustrasse 10,"8953",Dietikon
1450,Zuerich,"3.5","81","2247",Goldschlaegiplatz 2,"8952",Schlieren
